X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class
0.5425219941348973,0.5441778818022235,0.043970696570484705,0.04397059118601029,0.000478208747944685,0.0006700488178424428,0.0005509338328466751,0.0010648628558788402,0.7389162561576355,0.6620370370370371,0.32786885245901637,0.0,1.0,0.0,0.6563504823151126,0.25680686513401846,0.81667843097711,0.005718206770356815,1.0,1.0,1.0,0.32238310770680156,0.23554866395009197,0.24453471716721067,0.5915166187522066,0.7987202925045703,0.09772985244040863,0
0.05219941348973607,0.08601521357519017,0.20773945179521056,0.207744008359879,0.0124923846894591,0.016559777926677514,0.0068315795272987714,0.02112100217027384,0.5911330049261084,0.47685185185185186,0.35450819672131145,0.0,1.0,0.0,0.1277130225080386,0.5933891302044709,0.8847433699707573,0.04894784995425434,0.3448660714285714,0.537620849096259,1.0,0.6102771007844021,0.5378096714867838,0.43325427947495715,0.5574721339587432,0.6104814137720902,1.0,0
0.02404692082111437,0.12521942656524282,0.2283252141744768,0.22832951738185842,0.042586781786142426,0.025078970039245717,0.007382513360145447,0.058436150157136935,0.19704433497536947,0.4027777777777778,0.26844262295081966,0.0,1.0,0.0,0.06069131832797428,0.4784405127661829,0.37329837652515885,0.14730100640439156,0.6655844155844156,0.4706809583858764,0.0,0.7192946525487947,0.7021023403411346,0.4287928241012516,0.18636203157310735,0.495368677635588,1.0,0
0.02404692082111437,0.11059098888238736,0.15623064524629118,0.15624111333758645,0.07036219399553235,0.062218818799655407,0.022973940829706354,0.10695008715259313,0.18719211822660098,0.4861111111111111,0.35860655737704916,0.0,1.0,0.0,0.058782154340836015,0.5358618497722217,0.9403045275789049,0.12225526075022872,0.2218952922077922,0.3086380832282472,0.0,0.7639420812255515,0.6782301395550107,0.5060934087867189,0.4699651989711,0.5488117001828154,1.0,0
0.02404692082111437,0.1211234640140433,0.16398697088142525,0.16399131038025025,0.04256057856707696,0.02498324877955394,0.007492700126714782,0.058347203093666866,0.21182266009852216,0.4074074074074074,0.26434426229508196,0.0,1.0,0.0,0.06079180064308682,0.4549210721474733,0.38902894020369067,0.14169716376944191,0.6412337662337663,0.4631147540983606,0.0,0.7192332111331845,0.6957556525188417,0.4287928241012516,0.19423009028093005,0.49494210847044484,1.0,0
0.0563049853372434,0.09830310122878877,0.05819621391000716,0.05820190239141823,0.015748134658342777,0.021920168469417058,0.009200595008539474,0.025958393824813453,0.5714285714285714,0.47685185185185186,0.26844262295081966,0.0,1.0,0.0,0.14208199356913184,0.655366034537557,0.9149944539679338,0.06232845379688929,0.31919642857142855,0.4682639764606978,1.0,0.6308599750138243,0.5696873535032996,0.4506304740883368,0.5423412518283149,0.5951858622790981,1.0,0
0.0281524926686217,0.10122878876535986,0.029881765471030743,0.029884649560599493,0.02609185538443398,0.015698286589451518,0.005399151561897416,0.035609452165459826,0.2019704433497537,0.41203703703703703,0.2766393442622951,0.0,1.0,0.0,0.07084003215434083,0.3775823710138786,0.36684481193909446,0.10658737419945105,0.7738433441558442,0.4585960487599832,0.0,0.6757326888811518,0.6525549024557354,0.3947683565407284,0.18313411005194935,0.4927483241925655,1.0,0
0.02287390029325513,0.10356933879461673,0.20601612829662375,0.2060196382698796,0.03445068226631642,0.017995596822054177,0.005839898628174757,0.04777121607458923,0.22660098522167488,0.4166666666666667,0.35450819672131145,0.0,1.0,0.0,0.05596864951768489,0.37080199173641276,0.39639003730967026,0.11424977127172918,0.7437094155844155,0.5089323245060949,0.0,0.7004526184283285,0.6675922253074177,0.412308920562613,0.1979119382660009,0.5006093845216332,1.0,0
0.02287390029325513,0.12580456407255705,0.12166578483259362,0.1216707928580989,0.04583598095025974,0.027089116492773044,0.009035314858685473,0.06314689361655136,0.21182266009852216,0.41203703703703703,0.26844262295081966,0.0,1.0,0.0,0.05767684887459807,0.510223540629304,0.41181809014823034,0.1499313815187557,0.6262175324675325,0.42675493905002104,0.0,0.7258279230753477,0.7047347733583356,0.44029868269659755,0.20562868815251928,0.4973796465569775,1.0,0
0.1466275659824047,0.21591574019894674,0.29196698851595787,0.2919749625878815,0.040038518732026226,0.030439360581985257,0.010798303123794832,0.05465292355452826,0.19704433497536947,0.44907407407407407,0.8995901639344263,0.0,1.0,0.0,0.3015474276527331,0.5933891302044709,0.9180195623676515,0.08268526989935956,0.37540584415584416,0.5519125683060109,0.0,0.7138058860876155,0.645090332119289,0.48209547514499734,0.4588187824683512,0.4928092626447288,1.0,0
0.02287390029325513,0.11059098888238736,0.1527969719273777,0.15280784486454962,0.07538666125133472,0.06671771800516894,0.023579968045837695,0.11480184388729207,0.19704433497536947,0.48148148148148145,0.35860655737704916,0.0,1.0,0.0,0.055868167202572344,0.524419959741498,0.9606735908036704,0.12385635864592862,0.2089082792207792,0.31168558217738546,0.0,0.7700862227865729,0.6802856009520032,0.5096156103975391,0.480153326272255,0.5498476538695917,1.0,0
0.025219941348973606,0.1146869514335869,0.05561533833660684,0.055619497219484455,0.03967822446987612,0.01952713697712262,0.007051953060437441,0.0540071730500923,0.22167487684729065,0.4074074074074074,0.26844262295081966,0.0,1.0,0.0,0.06360530546623794,0.4205954020553025,0.4026419280024201,0.13048947849954254,0.7586241883116883,0.4704707860445565,0.0,0.7130071476846827,0.6833147019580975,0.42412003663089676,0.2010389872396227,0.49140767824497256,1.0,0
0.0375366568914956,0.11644236395552955,0.6252189610388355,0.6252223151330458,0.02857461039088652,0.017516990523595292,0.005894992011459424,0.0413488239835102,0.3645320197044335,0.4398148148148148,0.2725409836065574,0.0,1.0,0.0,0.09455385852090033,0.48596249602712155,0.41242311182817387,0.11516468435498627,0.7476663961038961,0.5134510298444726,0.0,0.6838224752698302,0.6642385777649562,0.4140700213680231,0.20593130579512786,0.5224862888482633,1.0,0
